,corp_code,corp_name,stock_code,year,TQ,ROA,SGR,LEV,A_SIZE,MSE,FOR,W_YEAR,Fe_R,Re_R,SA,Pay_Gap,SGAE_R,IND,DIV,DIV_enco,DIR_FE,DIR_FE_enco,DIR_OUT,ESG,E,S,G
19,118266,DRB동일,4840,2019,52.14009047196264,0.4675328880249096,28.66710899346684,38.07397424759805,27.337024383269945,69.68,1.92,13.056202,11.627906976744418,97.96511627906976,17.897050475952195,25.31790936758339,13.228775826641913,고무제품 제조업,2.09,1,0.0,0,21.428571,B,B,B,B
20,110608,DSR,155660,2019,65.93487458101865,3.654248463333456,12.784729645890222,35.38711211971101,26.20561332816717,70.75,1.3,9.016207,13.79310344827586,100.0,17.960131954666945,44.49003778316997,3.3137177857510407,1차 비철금속 제조업,1.09,1,0.0,0,9.090909,C,B,B,C
21,151298,DSR제강,69730,2019,62.13968277261621,3.3511392776747013,336.03345629411103,29.64508623717962,26.02971764741453,55.59,3.34,11.788644,11.86440677966163,100.0,17.94356728952358,48.7765348746298,,1차 철강 제조업,0.88,1,0.0,0,14.285714,C,C,B,C
22,117726,DYP,92780,2019,87.21390196101324,2.8562885184589923,979.4151733857112,69.11306064905553,26.58203822616529,55.79,2.04,12.236294,2.797202797202877,92.3076923076923,18.044383975552453,10.389941214892293,4.804626069324046,자동차용 엔진 및 자동차 제조업,2.49,1,16.666667,1,50.0,B,B,B,B+
23,165583,E1,17940,2019,75.74531692911829,-1.457657876885043,-47.36212372983442,66.52862921720264,28.91055930264271,45.33,4.57,11.612903,10.752688172042898,93.9068100358423,18.35788979885653,44.112183795673886,5.57004492997187,기타 전문 도매업,4.14,1,0.0,0,33.333333,B,C,A,B+
24,126487,F&F 홀딩스,7700,2019,281.3268063032268,16.063312272787144,3620.67498869116,29.32412367232408,27.25186267083369,58.82,13.47,2.990253,62.57309941520468,88.30409356725146,17.89936032973847,22.97402641645957,48.98548144544951,기타 금융업,0.58,1,7.692308,1,7.692308,D,D,C,C
25,557508,GKL,114090,2019,167.94586143876458,7.960630238015163,216.7895141199068,35.65507735803224,27.53608445159823,51.0,7.66,10.765715,55.31570426335642,99.51430113329737,17.820970292380764,18.71358887878904,4.66559769190273,유원지 및 기타 오락관련 서비스업,3.65,1,16.666667,1,50.0,B+,C,A,A
26,500254,GS,78930,2019,74.91796245290283,2.703979696091349,23.487993525839297,55.53811679856759,30.83941321811545,47.26,22.75,6.577419,22.58064516129016,93.5483870967742,18.79867519071514,58.35399107585515,10.934145459846848,기타 금융업,3.68,1,0.0,0,45.454545,B+,C,A,A
27,120030,GS건설,6360,2019,87.4271907727561,3.397405306944928,-2072.2326227759163,68.5448130742865,30.209054179075306,25.74,29.97,14.332599,9.547362110311475,73.03657074340528,18.351230098124105,43.40191962186628,0.0783954857082433,건물 건설업,3.22,1,0.0,0,9.090909,A,A,B+,A
28,138190,GS글로벌,1250,2019,83.67976146949879,-1.3824021214035178,-416.7207628479055,68.47746001882008,27.81770386142154,50.75,3.47,9.422979,22.978723404254897,96.59574468085106,18.17205570513799,47.71584691794108,1.8351441304411988,상품 종합 도매업,1.13,1,0.0,0,42.857143,B,D,B+,B+
29,140177,GS리테일,7070,2019,106.68205956186974,2.035820411071989,362.7824949039496,63.84272191978211,29.584736104759017,65.77,20.1,5.632015,57.99525370098284,97.72855689908464,17.066685415615865,85.67532888279946,16.283571376671844,종합 소매업,1.66,1,0.0,0,71.428571,B,C,B,B+
30,164636,HDC,12630,2019,59.82219063858829,6.53574427234526,444.8225587364453,44.13785511105622,29.0682345942566,35.92,17.2,10.822222,5.555555555556088,100.0,18.102921216263308,14.11387329591066,10.588818938309416,기타 금융업,1.36,1,0.0,0,60.0,B+,C,B+,B+
31,350312,HDC랩스,39570,2019,104.54729387703784,-2.4857040054269928,-719.4552297333204,28.91522680249889,26.19225164651408,58.01,3.83,6.247148,7.224334600759592,70.72243346007605,17.723418644837487,19.55448504415867,3.063580126189437,전기 및 통신 공사업,3.21,1,0.0,0,20.0,C,D,C,B
32,357935,HDC현대EP,89470,2019,77.40888968930666,2.406611502213695,-831.141783936853,48.20635141679233,27.02822231518488,48.4,8.55,8.100773,9.020618556701134,96.90721649484536,17.837589225148264,27.360091645805262,3.2066575273011564,기타 화학제품 제조업,1.2,1,0.0,0,16.666667,B,B,B+,B
33,1310269,HDC현대산업개발,294870,2019,74.94714741469927,9.381223293030432,5098.055136121589,49.3886403685518,29.11479393287285,38.46,33.25,10.338399,14.662756598240884,58.53372434017595,18.122061265183383,46.12749637205471,1.84841975718521,건물 건설업,1.95,1,0.0,0,22.222222,C,C,C,B+
34,164830,HD한국조선해양,9540,2019,84.14106221040151,0.8504407719506175,1535.9776294983608,48.40900889237804,30.852109404173653,33.96,16.95,6.331595,19.171779141104206,90.49079754601227,18.02421036082549,40.31441773461625,4.329569584330873,기타 금융업,0.0,0,0.0,0,12.5,B+,B+,C,A
35,1205709,HD현대,267250,2019,75.19080096871166,0.448551349027885,-229.7848732135625,53.78398790594192,30.87811640726629,33.31,19.19,1.958173,6.971153846153737,93.26923076923076,18.12799595439363,48.76895346303908,4.251023121026683,기타 금융업,5.47,1,0.0,0,18.75,A,B+,A,A
36,1205842,HD현대건설기계,267270,2019,69.00646921416431,1.5959972312788304,-1180.5927794682293,50.52954615723898,28.79043084097,36.16,11.36,2.385915,8.418740849195096,95.16837481698389,18.096953965617505,38.28794865726742,10.095453361298697,일반 목적용 기계 제조업,2.84,1,0.0,0,16.666667,A,B+,A,A
37,406046,HD현대마린엔진,71970,2019,90.1206883488382,-8.020529587329932,1823.7261043127385,70.95190548704095,26.827051774893658,66.1,1.04,11.457635,5.394190871370934,96.47302904564316,16.90230029972017,-62.03027264479568,5.309574836466414,일반 목적용 기계 제조업,0.0,0,0.0,0,27.272727,B,C,B+,B+
38,164609,HD현대미포,10620,2019,84.77722326821349,1.8096657446461712,2459.76127013895,30.36911486107573,28.849082723527967,,13.68,16.813704,2.779573367809103,97.89915966386556,18.19113776020286,45.60275925599868,2.0143033943354545,선박 및 보트 건조업,1.52,1,0.0,0,18.181818,A,A,A+,A
39,344287,HD현대인프라코어,42670,2019,72.55164776625305,3.4898348644743304,589.554513201015,62.36259608785177,30.05923333079124,36.3,16.6,13.181882,8.848314606742004,96.76966292134831,18.291589719057622,37.08154274832719,10.040694827256932,특수 목적용 기계 제조업,0.0,0,1.923077,1,7.692308,A,A,A+,A
40,1205851,HD현대일렉트릭,267260,2019,87.41969038796962,-11.712996611523897,-872.3845025380888,68.9685913415517,28.444824909896973,39.1,4.88,1.860988,6.501950585176164,96.87906371911572,18.109106201072013,32.42094238242,7.967268505361198,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0.0,0,5.263158,1,21.052632,A,A,A+,A
41,633835,HJ중공업,97230,2019,106.88716604357826,12.394392082978776,-407.0867658223338,90.082105980758,28.53532914107211,1.14,20.7,16.406052,2.132936507936474,90.92261904761904,17.976794750957282,32.24851363935761,3.525952810532653,토목 건설업,0.0,0,0.0,0,75.0,B,B,B,B+
42,161116,HL D&I,14790,2019,90.9050310684382,0.1715013913068412,39.87667101936832,83.56176337401325,28.093614256604564,100.0,3.22,9.599502,,60.63432835820896,,,8.02520394936264,토목 건설업,0.0,0,0.0,0,19.230769,B+,B,B+,B+
43,169048,HLB글로벌,3580,2019,215.11836308498584,-17.67279413140494,16459.081724582964,37.35247481764946,25.58618773422328,,0.45,4.3475,9.615384615384151,100.0,17.277228785319235,34.288517863632705,50.88834046408248,종합 소매업,0.0,0,0.0,0,46.153846,C,D,B,C
44,1042775,HL만도,204320,2019,101.46391791068758,2.572876563920309,559.6713565061513,65.49727242208877,29.15612495561632,30.3,24.52,17.467054,5.409798003250543,99.60529370791734,18.307046277048688,34.56975693463546,3.7657994884380512,자동차 신품 부품 제조업,1.42,1,0.0,0,8.450704,A,A,A+,A
45,299002,HL홀딩스,60980,2019,76.96963635211596,2.3325856033163297,-994.6793162998484,49.66521195069187,28.19656409803237,27.63,10.97,6.695866,16.535433070866244,96.8503937007874,18.28236853760349,42.21700772816828,7.658148367394177,기타 금융업,4.36,1,0.0,0,17.647059,B+,B,B+,A
46,164645,HMM,11200,2019,100.46718461752468,-8.237731779910218,557.1775009555499,84.77261836876606,29.599557213878487,17.58,9.34,8.780674,21.33333333333354,93.96491228070175,17.92712540724694,38.726520128368406,3.783279500838822,해상 운송업,0.0,0,0.0,0,11.538462,A,A,A+,A
47,140168,HS애드,35000,2019,93.1711607543332,3.0294262844496327,72.10098264321445,71.62676706981436,26.94522289601213,35.03,31.4,10.674699,32.53012048192739,96.3855421686747,18.131390954112486,47.46850096718942,25.592435686550363,광고업,3.82,1,0.0,0,57.142857,B,D,B+,B+
48,174527,HS화성,2460,2019,63.11853239988897,1.2524286783118617,-500.95731783474207,39.44143847115545,27.14101900094004,41.94,13.1,14.288715,9.090909090909644,83.69905956112854,17.831526373006717,47.48736247398182,5.762864173116518,건물 건설업,7.98,1,0.0,0,27.272727,B,C,B,B+
49,1316254,HS효성첨단소재,298050,2019,103.62979568908312,-2.090275008997585,7276.596545706611,83.98322019817589,28.55967461560784,44.4,7.16,15.605588,10.211946050095989,97.10982658959536,18.011451334309292,33.13849318118398,3.297342195341025,화학섬유 제조업,0.0,0,2.5,1,7.5,A+,A+,A+,A
50,105101,INVENI,15360,2019,75.09625887245805,1.4331586322655447,117.09103408398656,60.56530674039268,28.065585192444026,67.65,15.43,1.75,10.0,100.0,18.35133066581757,-3.225806451612903,11.10936014617097,회사 본부 및 경영 컨설팅 서비스업,4.01,1,0.0,0,57.142857,B,D,B+,B+
51,980122,JB금융지주,175330,2019,,,,,,10.6,40.88,2.023663,16.0493827160497,82.71604938271605,18.3364936577245,22.30092905706085,,기타 금융업,3.28,1,0.0,0,57.142857,A+,A,A,A+
52,225706,JW생명과학,234080,2019,194.78894075899987,10.892755133773496,965.7103681997684,39.11961543918403,26.028578426775447,56.9,7.09,8.760766,21.532846715328148,86.4963503649635,17.912831222477166,9.890638221492404,1.390430215091156,의약품 제조업,2.53,1,0.0,0,50.0,B+,B+,B+,B+
53,149947,JW중외제약,1060,2019,164.77957732377735,-4.40939795462038,-481.1522454813373,59.8589215274328,27.07451425429617,39.38,7.59,8.313769,22.894521668029547,94.766966475879,17.875248439372342,25.08064277707323,21.36547343961824,의약품 제조업,1.1,1,0.0,0,42.857143,B,B,B+,B
54,632304,JW홀딩스,96760,2019,104.67165273747428,-2.5442452567402065,14.365331217758866,71.72269461087339,27.848920459538707,50.12,5.3,8.356623,32.46753246753268,84.4155844155844,18.0192335273229,38.57753204322713,37.5933495284407,기타 금융업,1.34,1,0.0,0,33.333333,B+,C,B+,B+
55,117629,KBI동양철관,8970,2019,126.68397210501917,1.0837466250204562,88.5137741656418,51.38147744115024,25.824302550797974,21.81,1.7,10.511494,9.770114942529062,87.93103448275862,17.803110079039797,26.00708292986885,2.717267057928604,1차 철강 제조업,0.0,0,10.0,1,40.0,C,C,C,C
56,688996,KB금융,105560,2019,,,,,,9.5,66.5,4.009259,14.814814814814708,100.0,18.807621419870504,39.96828556877647,,기타 금융업,4.03,1,6.666667,1,26.666667,A+,A+,A+,A+
57,159971,KC그린홀딩스,9440,2019,77.18190058923918,1.7555697524011329,605.5691544562055,63.93220042897243,27.42785637619798,48.8,3.8,4.854167,43.7500000000003,100.0,17.800730585042405,29.30144513956327,848.4086425721721,기타 금융업,1.66,1,0.0,0,28.571429,B,B,B+,B
58,797364,KC코트렐,119650,2019,103.86161008602303,0.2030953984840961,6509.845665713684,77.04090278256075,26.528459782924923,36.62,4.22,9.80292,14.963503649635266,77.00729927007299,17.96818055014867,41.71246471197151,3.0323166190084234,일반 목적용 기계 제조업,1.17,1,0.0,0,4.761905,B,B,B,B
59,589127,KEC,92220,2019,72.122682323749,-5.902259921333125,-719.734942171882,35.98050402044973,26.535042898525703,34.53,6.31,17.49378,28.867623604465404,100.0,17.719198894437472,25.22500481988904,9.02688907441208,반도체 제조업,0.0,0,0.0,0,14.285714,B,B+,B+,C
60,115676,KG스틸,16380,2019,95.35547506590544,-1.4239348103793066,-459.1063889532156,62.23533707434089,28.48767741274019,0.04,0.03,13.864553,6.7723342939482745,97.69452449567724,17.990606953449163,34.3443670870765,2.435582569291425,1차 철강 제조업,0.0,0,0.0,0,21.73913,B,B,B+,B
61,101220,KG케미칼,1390,2019,71.20549185531162,5.283372083104456,6124.359387024788,67.44402742065051,29.05450099980503,42.64,8.03,14.961836,8.212560386473786,95.16908212560386,17.778759222642517,37.14996178808867,17.019622734297517,기초 화학물질 제조업,2.92,1,0.0,0,9.090909,D,C,C,D
62,193009,KH 필룩스,33180,2019,179.50339910130575,-2.803467926477984,2281.507886420888,34.6435540332721,26.755795110642435,,7.93,8.838264,20.13888888888889,97.2222222222222,17.63408545441321,26.22409260277172,26.778925950061662,전자부품 제조업,0.0,0,12.5,1,18.75,C,C,B,B
63,159740,KISCO홀딩스,1940,2019,29.93972149890856,4.038302411007225,-819.7439962708519,14.75346589276718,28.073983571093493,47.54,9.95,17.024706,29.411764705882103,100.0,18.23788848816173,42.15600350569655,4.678079555841582,1차 철강 제조업,2.19,1,0.0,0,50.0,C,B,B,C
64,191472,KPX케미칼,25000,2019,61.5237071180248,7.837755712492845,-12.649651388517556,11.49375728777532,27.010912122213306,51.05,27.88,13.856982,9.459459459459303,94.93243243243244,18.134888955858923,31.74286638389217,3.858194269665215,기초 화학물질 제조업,3.6,1,0.0,0,30.0,B,B,C,B
65,587466,KPX홀딩스,92230,2019,34.33297921671513,5.228825966393494,-118.33339912909044,18.4722512742787,28.00188953394968,50.91,32.06,5.235294,11.76470588235294,100.0,18.08536101940449,20.261762666331773,7.60437847879573,기초 화학물질 제조업,4.78,1,0.0,0,16.666667,C,C,C,B
66,112378,KR모터스,40,2019,112.24648678856188,-28.485115703538504,26260.138246885726,75.56237278952912,25.693642587719246,46.32,16.39,13.559524,4.761904761904762,96.42857142857144,17.591910188179035,36.53209532311104,15.08188067785361,그외 기타 운송장비 제조업,0.0,0,0.0,0,22.222222,C,D,C,B
67,160232,KSS해운,44450,2019,89.36807313345135,2.448220008959444,1418.9890155672535,70.64474405437183,27.58731806757217,30.66,8.25,4.792532,2.373887240355611,99.406528189911,17.995216323331388,21.920824560997247,2.855310567542082,해상 운송업,2.98,1,0.0,0,62.5,B+,B,B+,B+
68,372882,KTcs,58850,2019,82.10736329978904,1.991543533072457,-700.9594925981859,56.59372465305985,26.658435248605933,30.3,9.47,5.375637,80.95715080690063,93.511407902059,17.252358656224594,19.30775486244646,,기타 정보 서비스업,3.98,1,0.0,0,31.25,B,D,B+,B+
69,372873,KTis,58860,2019,71.7058451526589,2.951491934263126,4.449211610353543,46.03595468760725,26.46570127443028,29.31,6.08,6.261397,79.66122499079418,87.71326868786056,17.192422960484127,17.002096232289567,,기타 정보 서비스업,3.48,1,0.0,0,45.454545,B,D,B+,B+
70,593032,LF,93050,2019,64.80945169251439,2.873230905954036,849.8050151850543,42.42997207029653,28.51359993919853,39.97,30.48,4.430018,56.99815837937403,96.86924493554328,18.1126330865101,19.80914470649316,47.442726650712494,봉제의복 제조업,2.7,1,34.482759,1,10.344828,B,D,B,B+
71,120021,LG,3550,2019,71.97945884465223,4.933243828848526,-1508.4107599354545,15.21580253385057,30.741626863132243,46.55,33.78,2.687984,20.930232558139668,98.25581395348836,18.91629828559497,61.601657844195714,4.659075372387644,기타 금융업,2.71,1,4.761905,1,19.047619,A,B+,A+,B+
72,105873,LG디스플레이,34220,2019,81.24003413618883,-8.073403459657397,-353.7901867933654,64.89547601751285,31.20265197592178,37.92,20.56,10.57778,16.11100693793317,99.87624226514156,18.12084232646248,9.552763168636243,,전자부품 제조업,0.0,0,2.586207,1,4.310345,B+,B,A,B+
73,356370,LG생활건강,51900,2019,338.0388833144288,12.13756062659635,1389.9700828093191,34.75048955296816,29.501848920278885,34.03,44.44,11.256251,55.68206700240859,95.70834245675498,18.073925469505884,42.51468533398327,42.53362743380628,기타 화학제품 제조업,0.73,1,0.0,0,71.428571,A,A,A+,A
74,231363,LG유플러스,32640,2019,93.59159762778656,2.44596052070531,559.7293113814586,59.03463844089393,30.51811249927457,36.05,36.62,7.563078,18.71787683394121,89.33744509858892,18.189330306525385,26.594674453236856,59.8365898024781,전기 통신업,2.82,1,6.153846,1,7.692308,B,B+,B+,B
75,105961,LG이노텍,11070,2019,119.21387792605952,1.772731969034589,400.85245992232217,61.797121657058,29.38382845759013,40.79,32.4,8.464706,18.423124507928936,86.17703295467327,18.04495896460923,26.82621978902669,0.1826408916501723,전자부품 제조업,0.21,1,0.0,0,14.634146,A,A,A+,B+
76,401731,LG전자,66570,2019,89.68759808046724,0.4011335296854929,157.23587152771074,63.38568041038901,31.43456485857001,33.68,33.72,11.653231,13.383196210422266,98.33457990526054,17.56477320976687,24.30860062001528,15.23268440086396,통신 및 방송 장비 제조업,1.04,1,2.12766,1,1.519757,B+,A,A+,B
77,222532,LG헬로비전,37560,2019,73.04062454291365,-5.26234736542659,-559.0703937421852,46.87426375641456,28.213611736929323,,8.86,9.800511,27.25724020442925,99.48892674616695,17.940564773592516,24.39701117865523,,텔레비전 방송업,1.24,1,7.692308,1,30.769231,B+,D,B+,A
78,356361,LG화학,51910,2019,114.78138059551688,1.1053941071628952,156.84235039028653,48.90791397921011,31.15809979437521,30.1,37.6,10.407312,14.071024699930163,99.06259299672652,18.288438641281115,29.350741589914904,7.628663042660339,기초 화학물질 제조업,1.89,1,4.347826,1,3.10559,B,C,A,B+
79,503668,LIG넥스원,79550,2019,102.6418914420746,0.1374470727639591,-168.23082993763518,72.64393522940321,28.47150634378852,47.01,4.53,13.352208,9.474701901386196,97.71189171769257,18.17883700287425,29.655326060307,5.060440093147537,무기 및 총포탄 제조업,1.58,1,0.0,0,16.666667,A,B+,A,A
80,105952,LS,6260,2019,74.61638914882057,0.8623950992947284,82.74969517650632,60.31659554985399,30.00718301145928,33.23,13.75,11.349296,12.67605633802843,95.77464788732394,18.530734454673336,37.21855115026902,9.528162800357656,기타 금융업,2.62,1,5.555556,1,33.333333,B+,B,B+,A
81,104698,LS네트웍스,680,2019,71.11719010513,-5.914363049195007,-966.0523951387823,55.533166627755406,27.786388564307188,81.8,0.36,8.773124,27.74869109947614,80.10471204188482,17.743736659882813,37.45087733679115,29.151020459829564,상품 종합 도매업,0.0,0,0.0,0,71.428571,B,D,B+,B
82,1093007,LS에코에너지,229640,2019,123.46182001377235,4.751440039702526,1790.9746834394489,55.17213960485402,26.608428499597963,59.17,3.53,10.38,40.0,100.0,17.72352554199488,31.57894736842105,4.237010856812647,기타 금융업,2.0,1,0.0,0,60.0,B,D,C,B+
83,525934,LX세미콘,108320,2019,127.80738245835003,6.119815932487892,951.0254281769546,25.014795508699105,27.16856221799145,33.09,,4.3875,16.071428571428175,98.21428571428572,18.051886167813404,39.028618827406966,11.062561173332115,반도체 제조업,2.09,1,0.0,0,26.666667,B,C,B+,B+
84,120076,LX인터내셔널,1120,2019,80.20341359675753,-0.3047788194708948,543.2719558081001,68.23991652845827,29.21534269835416,26.31,14.34,8.753189,25.00000000000017,99.48979591836736,18.48485248865201,48.135364929707606,4.7016739985115255,상품 중개업,1.66,1,0.0,0,20.833333,A,A,A+,A
85,759513,LX하우시스,108670,2019,83.41713698935015,0.4507754389944726,-243.95866396285192,64.29741590494777,28.573205300072026,30.08,13.11,14.508858,13.176838810641389,98.21596244131456,18.17162934664553,30.24452417177349,13.459051646365785,플라스틱제품 제조업,0.46,1,3.030303,1,15.151515,A,A,A+,A
86,121534,MH에탄올,23150,2019,92.45030867573152,-1.6727508654092986,1110.431114258048,82.41559917071348,26.835784621110424,55.46,0.71,11.531915,4.2553191493180185,95.74468085106383,11.312527640073297,48.85009428353898,23.27814594768761,알코올음료 제조업,5.7,1,16.666667,1,16.666667,B,C,B,B+
87,266961,NAVER,35420,2019,297.0301123037919,3.22631153676127,1801.526276097988,47.1205193117671,30.14058193210332,9.48,58.28,5.918763,35.93928980526886,98.33906071019472,18.27830480932296,20.20512759562117,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",0.17,1,14.285714,1,71.428571,A,B+,B+,A+
88,983271,NHN,181710,2019,79.13234926296424,0.9268094423745464,1771.5848024613142,26.861319261674872,28.547440338999355,47.7,12.16,3.444826,33.79091869060176,97.88806758183738,18.075010033002723,20.935420895467548,,소프트웨어 개발 및 공급업,0.0,0,0.0,0,50.0,B,D,B+,B+
89,120182,NH투자증권,5940,2019,,,,,,49.11,14.67,12.448493,40.178867174561255,76.21729049354092,18.63336100080647,36.78283576669597,,금융 지원 서비스업,3.94,1,1.724138,1,12.068966,B+,B,A+,B+
90,158316,NICE,34310,2019,83.1614003435483,3.028108538617719,,52.29226351772797,28.572912289900408,48.54,12.92,6.16,12.49999999999969,72.91666666666666,18.524650668185952,54.91512998905556,,회사 본부 및 경영 컨설팅 서비스업,0.86,1,0.0,0,43.75,B,D,B,B+
91,158325,NICE평가정보,30190,2019,295.1815036689356,12.780823522107116,707.2063941631611,29.742044704273003,26.48871656285071,42.99,,6.732091,35.49432739059963,69.3679092382496,18.338073973920817,37.7667556558068,,기타 정보 서비스업,1.36,1,0.0,0,18.181818,B,D,B,B
92,116301,NI스틸,8260,2019,81.56821436747373,2.4809108751391697,-166.4096926811685,57.13360810543641,26.278838930286256,58.45,2.53,8.372165,9.27835051546361,100.0,17.732015360787805,45.26789057190588,1.0705977274221758,1차 철강 제조업,2.26,1,0.0,0,9.090909,C,D,C,B
93,148896,OCI홀딩스,10060,2019,75.2088887623659,-16.781354164611745,-1629.1077070470938,44.17781563631178,29.20197008349763,22.43,22.84,7.181818,5.594405594405234,98.46153846153848,17.35902059393961,34.51545435452324,2.773527252718063,기타 금융업,1.36,1,22.222222,1,66.666667,A,A,A+,A
94,767460,PI첨단소재,178920,2019,297.60926403724545,4.508780471537063,-887.6856931470552,36.053895176218816,26.69698659526781,54.07,,15.115789,7.518796992480979,98.87218045112782,18.610119768515187,40.80985915492944,6.491040362147989,플라스틱제품 제조업,2.37,1,0.0,0,45.454545,B,C,B,B+
