corp_code,corp_name,stock_code,year,TQ,ROA,ADV,SGR,LEV,R&D,A_SIZE,MSE,FOR,ESG,E,S,G
365387,AJ네트웍스,95570,2023,88.02255090464509,1.0154597537948857,22.84285267036838,-1605.7923585769722,74.13001816431927,,28.114778,55.25,7.95,B+,C,A,B+
125080,AK홀딩스,6840,2023,79.91102738447147,2.4533511489751123,204.3807233260069,1826.0496750402529,75.64887305501468,39.14359448178845,29.301553,65.17,12.75,A,A,A+,B+
219097,BGF,27410,2023,29.25960972964914,3.1841618014510518,66.11404470109979,187.95908532459362,12.46383723540718,62.08278031336087,28.406332,69.68,9.0,A,A,A+,B+
1263022,BGF리테일,282330,2023,137.12005785188478,6.083882409097139,5.463251259926899,760.2442715847321,66.62234114499684,5.487657117688468,28.800116,54.02,34.12,A,A,A+,A
858364,BNK금융지주,138930,2023,94.2558774189587,0.4656934706445894,,,92.6783948265108,,32.613145,11.14,51.7,A,A+,A+,A
122579,BYC,1460,2023,60.83757632506524,3.4516360004551188,73.21478936465257,-75.36600920278079,21.9849221695783,82.44242498303304,27.253652,63.14,2.18,D,D,D,C
148540,CJ,1040,2023,67.92944241094614,1.1114961135392973,194.96575552719685,104.53503794585232,62.094507985393285,0.056802111412164166,31.485495,56.87,17.94,A,A,A+,A
303873,CJ CGV,79160,2023,113.97566321697346,-3.8617753528320935,,2141.447812129947,91.82142641789824,21.401397426469263,28.792362,48.51,9.17,A,A+,A+,A
113410,CJ대한통운,120,2023,87.80277379697068,2.5954986895829566,11.905452582164228,-299.0914080823406,56.793389923933766,,29.867209,40.18,19.64,A,A,A+,B+
129013,CJ씨푸드,11150,2023,116.39992739216405,2.636835396374278,,-285.04405313478486,53.59919001333917,7.089912074353218,25.848473,46.26,3.61,B+,A,A,B
635134,CJ제일제당,97950,2023,76.68607440489139,1.889673760042245,70.71349994657527,-351.0828808138939,60.211338848882434,80.93173437116874,31.019008,41.81,20.06,A,A,A,B+
149026,CS홀딩스,590,2023,28.17465992523087,5.768428698344435,0.49904445943578574,-188.35393113885257,9.56027383113621,5.220544584969494,26.673673,73.35,2.4,C,D,D,B
163345,DB,12030,2023,94.70352086625948,2.308986442846119,218.5118538347441,1426.1617568462657,55.05825871719777,70.32107454200352,27.502488,43.85,2.45,C,D,B,C
159102,DB손해보험,5830,2023,92.70860091117265,2.9020099716184533,,,82.83865138037827,36.11953012091374,31.726039,23.22,45.8,B+,A,A,B+
115694,DB증권,16610,2023,90.10506620669261,0.12266275340678606,22.29409376751761,-132.28398690060368,88.50479946145074,,29.954581,33.66,8.42,B,C,C,B+
160843,DB하이텍,990,2023,142.16912026769603,12.927082568569459,,-3086.3148701681494,14.8428804340566,765.7126922228481,28.345626,17.85,39.9,C,B+,A,D
108746,DKME,15590,2023,126.59139194377875,5.792986284374532,,2988.14240700805,42.63214117891805,,26.117414,,0.65,D,C,D,D
109693,DL,210,2023,71.48190436364364,-0.9982056525981694,4.456122105028857,-301.3145966853527,62.594352990380976,0.15581679915196162,30.125842,43.35,48.6,A,A,A+,A
116949,DN오토모티브,7340,2023,85.46529874747547,6.2058547138680265,31.753246220105268,357.58361345892615,69.47011714263101,277.3220840243124,29.149962,50.89,6.34,C,C,C,C
118266,DRB동일,4840,2023,60.40899460837069,2.267926349521419,3.8550361965469877,1147.8111593854399,48.31017165671065,172.9060911863208,27.593996,69.75,1.92,B+,B+,A,B+
110608,DSR,155660,2023,56.59667336693429,5.10944138872352,,-2078.1148174093446,36.47329043466897,,26.562398,68.33,1.3,C,C,C,C
151298,DSR제강,69730,2023,48.66465282259252,4.92181491521869,3.0429630549881064,-1862.2824594631631,25.77692580409065,59.25440461039817,26.295375,57.37,3.34,C,D,D,B
117726,DYP,92780,2023,83.57399321254991,2.097080466435418,0.3012099201191745,599.4062181959162,66.4170037077299,237.46327343113637,26.643864,56.14,2.04,C,C,C,C
165583,E1,17940,2023,72.35893425764611,4.663263756649979,25.245546486863198,-204.0239852063284,63.06286932516956,,29.156514,45.33,4.57,A,A,A+,B+
126487,F&F 홀딩스,7700,2023,32.72536801531454,10.248676176878964,460.24693101694646,932.8499172147825,16.80677285959348,,28.97663,91.71,13.47,A,A+,A+,A
557508,GKL,114090,2023,166.10002203717445,6.858081072851824,54.46225346899607,5134.592875455256,35.59104782200026,0.009150638079191354,27.183746,51.0,7.66,A,A+,A,A
500254,GS,78930,2023,59.8676687256384,4.5828249041864755,26.045389698109524,-911.0532023548803,48.83599177611168,29.716118263052504,31.170484,51.92,22.75,B+,B+,A,B+
120030,GS건설,6360,2023,79.67094826303223,-2.369082691972695,16.23763610973727,924.8479899480458,72.41160276185087,0.05357943608251515,30.504998,23.64,29.97,A,A,A+,B+
138190,GS글로벌,1250,2023,83.04708443990391,1.8613004789223428,3.174590475529265,-2276.568829484404,68.02593380918077,10.198852498468831,27.968278,50.78,3.47,B+,B+,A,B+
140177,GS리테일,7070,2023,79.88460666489259,0.2205486080042496,73.46449769877748,526.3423333209226,55.84811722000842,,29.937799,57.9,20.1,A+,A+,A+,A
164636,HDC,12630,2023,60.39202660730275,1.8323844351067313,29.866536733172616,1711.2975083022957,56.84994497789846,0.029218294436402517,30.083823,41.83,17.2,C,A,A+,D
350312,HDC랩스,39570,2023,83.0077081400129,3.433911504587043,38.78242186528785,-72.850194106797,32.559563557781715,70.28603484991294,26.672169,61.25,3.83,B,C,A,B
