corp_code,corp_name,year,A_SIZE,LEV,TQ,stock_code,FOR,MSE,ROA,ADV,SGR,R&D,ESG,E,S,G
103592,광동제약,2019,27.398806563186344,43.55818128052224,87.53007920951536,9290,23.73,17.73,2.8577809055094052,316.723951325354,491.7282515397397,43.116331544082115,B,C,B+,B+
103662,광명전기,2019,25.77364335633229,32.87634029619514,96.18290769643643,17040,4.77,29.98,4.560569901262319,,1714.5173741120263,,C,C,C,C
152729,광전자,2019,26.28502332977655,14.54733558231511,62.52215862918295,17900,21.83,55.48,1.2922773234753377,,-607.4330583898095,205.4237973527597,B,C,B,B+
220561,광주신세계,2019,27.34656465029044,12.125258932758399,46.999254183572,37710,12.12,62.5,6.335392737465119,104.06574424656245,1454.4519250413282,,B+,C,A,B+
113359,교보증권,2019,,,,30610,12.68,54.74,,,,,B,D,B+,B
104388,국도화학,2019,27.53166486637284,41.66687441635401,71.86164083396847,7690,28.02,24.0,3.8777654657496012,3.4762803334311276,-1242.89440361463,126.98548067297169,B,B,B,B
104519,국보,2019,25.47129272347134,75.20380499259332,125.79346898758563,1140,1.49,,-5.78751671002218,0.6837111088831914,2451.0899236914715,,C,B,C,C
104722,국제약품,2019,25.625525809472865,54.71259648093615,118.01010741529699,2720,2.5,36.52,-3.537918182781109,175.51582971339542,319.50226769419316,234.33868630209253,C,D,B,C
454946,그린케미칼,2019,25.95339127685481,41.92482625233759,86.31068995409264,83420,1.17,65.46,2.987109641890961,1.6742985513447661,-875.4709546504648,11.500476402908062,B,B,B,B
105156,극동유화,2019,26.392902634354847,41.612396470546784,83.044976160646,14530,1.86,45.49,4.898729646110257,3.862802541113106,-425.06413444092993,,B,B,C,B
105299,금강공업,2019,27.44950668076548,58.52049955217885,69.69174231899176,14280,1.97,34.8,-0.5937334438500084,12.233421590613352,-320.1352973129268,1.608614763099068,C,C,B,B
168401,금비,2019,26.284639947834705,37.14211832207043,61.50985369653499,8870,0.11,56.28,4.082133207863367,19.40235014655244,223.80596453838106,4.294095412221418,C,C,B,C
106119,금양,2019,26.135904879448905,69.54496034779353,116.69255033685243,1570,0.66,48.22,-4.863020140466884,,-1592.547345729901,,D,D,C,C
106313,금호건설,2019,27.92177142462371,71.84955955375216,102.83483193243008,2990,4.2,48.79,0.8760923539672042,8.530830642503098,1605.4314541157357,63.15193043496423,C,B,B+,C
106368,금호석유화학,2019,29.143516845080367,42.05493739609065,94.08719812696769,11780,33.7,24.68,6.493917474173358,4.62240176743824,-1086.8194924387813,96.04591521207722,A,B+,A,A
