corp_code,corp_name,year,A_SIZE,LEV,TQ,stock_code,FOR,MSE,ROA,ADV,SGR,R&D,ESG,E,S,G
105606,금호에이치티,2019,26.49806018869734,46.40100052342727,89.08507791489397,214330,3.75,51.77,-0.023355409839481613,1.5524399299954936,1999.1902225690042,29.275008239424782,D,D,C,C
106395,금호전기,2019,25.01498624509781,76.9439135239138,137.20208942317328,1210,1.79,35.48,-45.47378113997061,118.73145922076036,-106.43302771388441,35.567005069153616,B,B,B,B
481454,금호타이어,2019,28.99952402953153,67.10405497065942,97.77126668204116,73240,4.24,45.0,-1.1045533969973627,190.3217188200665,-740.5467090629421,85.8349221335715,B,B,C,B+
106614,기신정기,2019,26.26085130721785,6.048199838766901,49.43493737540735,92440,64.25,70.88,,,,,C,D,B,B
106641,기아,2019,31.64460378692661,47.64071954874602,80.08748405243072,270,41.7,35.62,3.3005071226386984,,734.0150869636564,,A,A,A+,B+
149646,기업은행,2019,,,,24110,19.56,100.0,,,,,B+,B+,A,B+
129420,까뮤이앤씨,2019,25.85243154450415,57.997588627958095,91.95347273469791,13700,0.5,57.04,7.99098499632169,0.10263895556475011,14370.454524548324,12.24875442388478,C,D,C,B
113492,깨끗한나라,2019,27.01161518397975,69.82070110364012,86.3563115825241,4540,1.34,38.18,-2.189711227204956,116.34974883189142,-513.6224487736819,2.7693953975675467,B+,B,B+,B+
107066,남광토건,2019,26.03433487788365,73.8985059969423,128.72653233844045,1260,0.83,62.38,1.9074693528941664,1.685157855846919,5026.738614349453,4.372730592024888,B,B,B,B
107224,남선알미늄,2019,26.412035045398145,39.39685996174758,159.81741576550047,8350,3.93,50.47,4.899477410289303,3.9996037126504866,-662.749552617902,58.775885395012864,B,C,B+,B
172185,남성,2019,26.04525879526028,58.04316456762165,113.74285864216046,4270,1.91,40.36,-1.0723957993197797,270.92858497048115,-1237.064277441916,96.23110132210665,C,D,B,B
107598,남양유업,2019,27.685854586923245,13.6435976630015,43.59916173979114,3920,22.25,53.85,2.7671519244525498,564.5034494526553,-453.05596725336807,,B,C,B,B+
107987,남해화학,2019,27.088255241851453,25.325884667471758,95.08193069639944,25860,4.87,56.01,2.7602306548630713,2.8371419290281135,-446.87031746511485,,B,B,B,B+
167192,넥센,2019,29.04152382510728,50.7931669726804,58.69799555819905,5720,4.16,59.37,2.77367273968903,213.492304489381,6847.788347498384,0.8709046059818281,B+,B,B+,B+
173874,넥센타이어,2019,28.865344286793515,54.660036512138355,80.61155551128914,2350,12.05,66.99,3.4473310397615218,230.40024295223554,193.35816491150314,457.92144715979737,B+,B+,B+,B
904672,넷마블,2019,29.389928129715425,19.940224913895978,156.3969541338059,251270,22.69,25.16,2.9239864930056583,1341.9508481130442,778.7408087320282,0.15754970181561104,B,D,B+,B+
583442,노루페인트,2019,27.164758488427275,48.61361879205392,74.59623573522482,90350,5.81,53.39,3.0126689594415375,66.39436131192446,532.364836134487,,B,B,B,B
113508,노루홀딩스,2019,27.638366375653263,43.66866270817986,60.16101485227169,320,2.15,46.3,1.9768749278906692,48.87188267804469,577.7427204467027,,C,C,B,C
129679,녹십자,2019,28.303608141414035,39.56632418145734,118.5979506985479,6280,19.56,53.07,-0.5760936444390946,184.8566853588325,260.9371166642691,196.95413905707832,B+,B,A,B
108135,녹십자홀딩스,2019,28.65126403477879,45.686098676732314,83.40878343379148,5250,7.11,49.53,-1.098702101856842,167.2154740742725,-154.4230156594484,72.42921503221028,B,C,B+,B
108241,농심,2019,28.606730990344307,26.848589799701276,81.98797541158433,4370,18.55,45.49,2.678764092797842,524.8093001127243,480.70558168834435,23.55768512169457,B+,B+,A,B
459871,농심홀딩스,2019,27.82697343272316,24.198707653171788,54.126847645459996,72710,4.2,66.54,3.010544818916041,1.2587963890759941,-120.67027882712975,0.601057667764194,B+,B,B+,B+
353878,다스코,2019,26.09257247585237,42.566505167450494,92.4859464053783,58730,0.73,41.24,0.8795487550936207,11.454994050945729,-1021.3652981253377,46.680483674743414,B,C,B,B+
156859,다올투자증권,2019,,,,30210,23.14,23.47,,,,,C,D,B,C
176914,다우기술,2019,30.8395074282189,89.23179973409682,92.67727411216259,23590,22.69,42.02,1.5999987007364775,,3175.803489873218,,B,C,B+,B
453488,다이나믹디자인,2019,25.788826035912976,86.43554482237865,141.91142597215253,145210,2.18,,-3.498086850749036,,-1771.9115009000475,68.54540829862395,C,D,C,C
108913,대교,2019,27.547502078846684,33.335779480784076,89.5051704880848,19680,8.82,65.47,1.8649584462521944,317.65023157811424,-15.769636619288017,,B+,D,B+,A
108977,대구백화점,2019,27.23583567805024,57.51328779191539,67.13706578435928,6370,2.45,22.14,-2.8599770893329044,1173.0443021278243,-1539.881959460948,,B,D,B,B+
109189,대덕,2019,27.814886642564066,13.491484704762161,81.31775355598357,8060,15.96,19.92,5.371496765458294,0.20750836344946344,8110.0567952379815,6.425344923160678,A,B+,A,A
109286,대동,2019,27.42890193524868,72.97275011740425,89.46927847301842,490,4.38,27.48,0.36740334623132653,166.58605323755907,2721.1637902225652,12.96725862860012,B,B,B,B
157104,대동전자,2019,25.633519729309235,16.10622363357252,44.36707266383505,8110,41.78,59.9,,,,,C,B,C,C
109754,대림바스,2019,26.45714472330629,48.4389044720959,70.95320573077632,5750,2.94,49.81,0.655479374186038,,-434.11377598073295,32.87037599303398,B,C,B,B+
109824,대림통상,2019,25.91332948929332,48.8989221609878,83.8482246330091,6570,1.39,80.15,-6.5236517944149375,,-877.8347039067098,13.714516764043417,B,B,B,B
121941,대상,2019,28.50526794541492,57.35677036555086,90.89081168384612,1680,17.89,44.76,4.541989776944339,,24.431580605682193,,B,B,B+,B
539274,대상홀딩스,2019,28.69445606080523,58.24666815720859,66.67370576463057,84690,4.82,66.9,4.77264808442791,,454.62389005031787,0.07827697310205409,B,C,B,B
828789,대성산업,2019,27.662896090703388,62.48407175322595,77.84169751818804,128820,1.07,34.99,-6.111344999065311,7.448088960781665,-799.0893174576545,27.03610644383993,C,C,B,C
787376,대성에너지,2019,27.27032860664972,56.0413645036139,76.70994959952408,117580,2.08,72.73,1.8693836415491933,6.762086579894164,50.16468552414997,,B,B,B+,B
108940,대성홀딩스,2019,27.75839582656529,52.47494443430423,64.27457224630628,16710,3.11,72.74,1.5782777970148227,,96.04894629095192,,B,C,B+,B
110893,대신증권,2019,,,,3540,23.55,12.01,,,,,B,D,B+,B+
111111,대양금속,2019,25.22884054758487,26.2833478028926,231.082475650545,9190,0.15,,3.8351294664703195,,-814.7216926435148,4.215037662495437,B,B,C,B
111458,대영포장,2019,26.081018707823777,29.07487356149724,85.76245316910848,14160,2.18,48.92,5.083941117186287,1.761394853881006,-998.8025023996764,,C,B,C,D
124540,대우건설,2019,29.90290953170284,74.34185716238785,94.65648795860491,47040,13.24,50.75,2.075127488098117,,-1842.1033964773824,,B+,A,B,B+
111810,대웅,2019,28.142750033606127,38.48079958146731,83.61632897308645,3090,9.87,38.11,4.276678153640382,,,,C,C,B+,C
427483,대웅제약,2019,27.85069316796618,48.94947784871578,176.8450223757706,69620,6.3,51.33,2.317278952751449,612.3357353305621,795.0001456665212,982.9167617564397,B+,B,B+,B+
111847,대원강업,2019,27.677894309096867,43.95942954878427,64.04456195119046,430,2.7,37.02,2.0228161433707976,1.5772924172405007,-353.6050231758134,0.4464416347027202,B,B,B+,B
260392,대원전선,2019,25.968137286407803,57.61585134122795,99.46629224369936,6340,2.56,35.54,-0.4313792960166837,1.9627104403475673,-656.3865817217388,,C,C,C,C
111999,대원제약,2019,26.51485230756653,37.65000211005477,141.50674601576293,3220,26.52,38.63,8.206646545382137,399.6597318238141,1087.5556376862112,322.2981391856179,B,D,B+,B+
112022,대원화성,2019,25.59462339593891,39.13454081745534,84.01937880057041,24890,2.53,47.2,4.49053656993721,,1607.450459845953,,B+,B+,B,B+
112651,대창,2019,27.07962409727258,62.66821040151807,85.21034034472552,12800,1.15,38.7,0.8141642399671833,0.016674306567265533,-549.4771047484443,39.020435800030086,C,B+,B,C
112679,대창단조,2019,26.19790235221809,20.14796363219144,54.70094499608841,15230,6.44,41.81,6.545203365898781,0.3352162336518801,-1349.3357259961729,13.74761665443117,B,B,B,B
112970,대한방직,2019,26.01016980247845,36.23730992057139,90.24774820280648,1070,0.64,25.78,-8.06908888623874,0.43378431287237434,-2519.8277858884876,156.0712762720658,C,C,C,B+
260383,대한유화,2019,28.33731900856688,12.23130658219374,49.91990143376609,6650,15.07,40.16,5.247650151854843,,-1878.1702705863743,,B,B+,B+,C
113207,대한전선,2019,27.84215361367028,74.68604451997003,117.40304155034464,1440,1.51,67.14,-1.0224252687661957,4.360857817291829,-570.5614600327048,,B+,B,B+,B+
113225,대한제강,2019,27.17725566136249,27.2577206614772,50.65387745057238,84010,11.18,49.0,4.6632630853026145,1.6116276540018224,-988.7389164800105,,B,B+,B,B
113234,대한제당,2019,27.76480546805612,59.382156531645826,74.80958201538157,1790,1.96,49.18,1.262359971157357,4.760067557622065,-32.87067701555426,,C,C,C,B
113243,대한제분,2019,27.6361163874176,24.4013492414802,49.202159893837475,1130,13.73,41.9,1.6906923528342992,46.482820529931196,801.3115008199868,2.927154139639746,C,C,B,C
113526,대한항공,2019,30.92738076877898,89.70615070099585,99.71229628542888,3490,18.2,33.34,-2.3053185768586073,64.72355754856304,-252.26476265879282,27.343573597048497,A,A,A+,B+
113535,대한해운,2019,28.837253607829464,73.20454543599617,90.0207907695466,5880,6.48,50.18,3.0237739469952016,2.6368824987909867,-2171.409541360962,,B,C,B,B
113544,대한화섬,2019,27.135677648538323,12.46483422774196,31.96983828034719,3830,0.22,61.72,3.6956523160850048,3.4817385297960692,610.7644966997536,,C,B,B+,C
113614,대현,2019,26.298059246043124,24.469387812388828,66.36791939681707,16090,7.79,47.45,6.309829923375705,55.267207864576086,463.3930150691212,,C,D,C,B
428729,대호에이엘,2019,25.1167295156166,67.41932860112955,161.98191133584854,69460,1.4,33.0,-4.333891552231303,0.07734525771569507,-1123.3619373595116,33.72516677419551,B,B,C,B
1010110,더블유게임즈,2019,27.70307241133841,39.78338495392052,124.48396709226053,192080,15.31,45.39,10.26255981768227,,,,B,D,B+,B+
172291,더존비즈온,2019,27.312209894288262,50.06896392523711,380.6668246543588,12510,45.62,37.41,7.018523292750473,151.50439087475192,1574.4910330385562,291.394268348708,B,C,B+,B
114093,덕성,2019,25.3567586425627,38.77097312906996,83.27799678019186,4830,3.26,25.45,0.1796827183695343,7.533653354197728,355.93294692483204,162.08311595529196,B,B,C,B+
526599,덴티움,2019,27.02790949735675,62.249885944829565,171.09577749466888,145720,26.11,19.07,2.506103959359124,896.9372343200528,3556.911707155938,9.844874491194398,C,D,C,B+
114552,도화엔지니어링,2019,26.73691332116652,38.24106993162759,111.86942641125626,2150,2.18,42.51,4.250403415968285,4.396450924511475,2823.9214043717334,,B+,B,B,B+
114792,동국홀딩스,2019,29.32461788750864,64.23799100909366,74.67784951939636,1230,27.61,25.27,-1.5019489249086406,,-513.8356472823875,18.088051562446918,B+,B+,B+,B
115065,동남합성,2019,25.278570559616107,21.667938715624672,116.2711141459282,23450,0.04,57.34,18.751040203441214,,-948.500840169493,46.78381413156513,C,D,C,B
115287,동방,2019,27.166468762341704,81.59796570223475,89.87893886493869,4140,4.25,28.95,-1.3795770369852045,0.6436480462227646,2025.1332687999452,,C,B,C,C
115384,동방아그로,2019,25.99114772643951,29.30649037428086,77.52841510071522,7590,28.86,34.32,3.3333923766400972,276.21774385960947,291.99320968459415,190.24968347478008,C,D,C,B
115612,동부건설,2019,27.516623090109363,52.842620886336654,73.73955699524635,5960,3.16,66.93,6.705284924967933,15.570791744974736,2863.849484018242,127.47449739854804,C,C,B,B
144395,동서,2019,28.021898346860706,8.546107691212871,125.89759064843034,26960,5.14,67.65,9.507402889150786,31.220087799808237,-1087.5947829645402,0.8030687801411784,C,D,B,C
116268,동성제약,2019,25.604023950726205,46.786537179899014,364.4316751355616,2210,5.48,20.27,-6.365424084781034,,-584.8953669075793,279.5917160347722,C,D,B,B
679314,동성케미컬,2019,27.46911188650237,50.80305610992847,78.69460349337606,102260,2.42,42.81,2.941796248898634,4.951596585283025,451.53404027045445,21.47679643152358,B,B,B+,B
116824,동아쏘시오홀딩스,2019,27.93745890396372,45.02307222325382,93.59352160976462,640,14.21,28.55,1.47030372486019,456.39078823657354,879.0111534641158,278.83703657903436,B+,C,A,A
956930,동아에스티,2019,27.63975857844528,35.97609508181958,135.58399073381068,170900,24.9,24.11,7.029581471413585,127.71078888031404,790.873650349976,1210.4272092465433,B+,D,B+,A
178754,동아지질,2019,26.498668057139056,39.840021660833905,108.1747234731389,28100,4.93,43.35,5.908874420573638,0.16552752816521743,559.1148222699243,,C,C,C,C
117337,동양,2019,27.6482700818464,19.48623811790673,53.1516701639396,1520,7.63,30.05,-0.2224337272401439,31.85025629231038,176.31025975831486,,C,C,C,B
540641,동양고속,2019,25.953450178597727,29.23864488794785,71.47245141751647,84670,2.29,54.15,17.52652225446198,1.8330870376351858,619.9621110848306,,B,C,B,B+
117267,동양생명,2019,,,,82640,83.75,75.4,,,,,B,D,B+,B+
118008,동원금속,2019,26.511321259521424,92.74622782210933,105.33825878997585,18500,1.73,27.44,,,,,B,C,B,B+
118026,동원산업,2019,28.724970970766933,63.8832538006897,89.93178974006953,6040,7.44,59.94,1.7214325278325666,96.43423693885529,973.5087854171439,,B,C,B,B+
118044,동원수산,2019,25.31517626588905,48.44963197600491,96.31626318057792,30720,6.92,23.4,5.889605582367351,6.772430395945762,1546.5598170010908,,C,D,B,B
132637,동원시스템즈,2019,27.77477424271597,50.30648065614268,115.53988215518625,14820,1.64,80.83,4.053362389659283,1.8241236480488237,156.22495170157237,34.15868153499096,C,B,B,C
939687,동일고무벨트,2019,26.36307748364344,31.24316646554113,57.38245648941563,163560,2.36,69.78,2.941177051915642,12.955749470009248,-39.88954042708696,10.221260246457149,B+,B,B+,B+
172936,동일산업,2019,26.726790899786696,12.609148071645079,47.2932938302494,4890,5.82,54.91,0.9264281989068244,479.2900602156026,-929.3173930550741,7183.648394678193,B,B+,C,B+
118451,동일제강,2019,25.71385439775785,11.20476659882195,36.55795470856267,2690,0.36,60.13,0.759647188516987,0.003454498570167944,269.68056495882183,,C,C,C,B
119195,동화약품,2019,26.65293091639192,19.98623722459864,81.71306988740763,20,5.72,32.38,2.498175911119108,584.9420964241677,17.854929364220755,529.4436845768033,B,D,B+,B
117212,두산,2019,31.00295134942253,77.33408570023322,81.32117057614687,150,7.19,51.08,1.077148386760435,,582.071310381162,,A+,A+,A+,A
1032486,두산밥캣,2019,29.53376072968034,40.64847830981681,92.01240233756414,241560,26.16,51.06,4.058864453000747,6.684702318017201e-05,1356.8769972303544,0.14310074970518694,B+,D,A,A
159616,두산에너빌리티,2019,30.840824388375207,75.83736698821927,80.50464006299828,34020,8.11,33.83,-0.9027527075826788,,560.8052465074265,,A,A,A+,B+
119672,두올,2019,26.62136720467577,51.39771089627857,74.72432790093761,16740,4.06,44.53,3.5919699318289644,0.2957089356997283,-356.06969871294865,113.19333706985324,B,C,B,B+
177199,디씨엠,2019,26.05585353041568,15.58378485990492,84.2667016295611,24090,1.18,44.57,11.335555544751982,,2618.5415685909106,9174.789926361358,C,C,C,B
118275,디아이,2019,26.093095209791205,34.640972372326964,85.8096728586902,3160,5.93,33.67,0.19404779201746872,,-4411.087834689006,,B,B,B,B
118345,디아이동일,2019,27.587048702890915,45.08708206810638,63.83639292210409,1530,7.18,20.38,2.7529248192308002,,331.6319139034893,10.23757337073721,D,D,C,C
112165,디아이씨,2019,27.38228861008084,76.13099924375213,86.45422589850952,92200,3.39,50.89,-7.13777975031898,6.819291689880938,-278.3704475108519,16.735918392041963,C,C,B,C
117179,디와이,2019,27.349372804856152,37.136530179119646,56.774949613451184,13570,12.65,40.52,4.249158601645172,,-412.372049842922,18.217538152512773,C,C,C,B+
114154,디와이덕양,2019,26.950412071926763,87.9023338315488,95.90998082069072,24900,1.9,43.64,-3.8872263888447725,,520.0957338318537,,B,B,B,B
1059605,디와이파워,2019,26.29402779368605,36.39582097306346,78.85840838800425,210540,7.13,37.73,7.266124648517472,,-1095.5143367292194,7.531787079078548,C,D,B,B
231372,롯데관광개발,2019,27.06211804900156,47.29616718265478,222.27607555282543,32350,13.03,54.5,-2.4894978931940837,647.2725814614873,1626.4508683374015,,C,D,B,C
113562,롯데손해보험,2019,,,,400,2.18,53.88,,,,,B+,C,A,A
120526,롯데쇼핑,2019,31.156575896952155,65.292609685578,76.57559810930834,23530,14.59,60.67,-2.4033405556730494,132.40736779774397,-111.54446107902109,0.11292248012985596,A,A,A+,A
113997,롯데에너지머티리얼즈,2019,27.66728457610103,21.358935857710602,211.4624237773271,20150,5.68,53.37,4.517088440963653,,960.2635814568692,,C,B,C,C
1258507,롯데웰푸드,2019,28.63024574041961,52.109471944152716,87.42749110577847,280360,17.16,79.1,1.5326211646903283,224.1332131492565,2351.6079659226457,,A,A,A+,B+
1262032,롯데이노베이트,2019,27.269596911889376,43.96162581908325,135.12192242953805,286940,3.66,70.0,7.6075257278267845,2.6041358585243426,417.981986767679,0.36702752588026816,A,B+,A,A
157681,롯데정밀화학,2019,28.214735880622506,16.71083056429793,81.68988081456612,4000,26.2,31.13,9.39214735681864,20.285189531952987,-440.50702431998616,1815.5027475451907,A,A,A+,A
120562,롯데지주,2019,30.37866058044919,50.066248215199735,76.25028079910172,4990,11.2,42.6,-2.637775085531094,134.46231862402033,2179.8265688517386,,B+,B,A,B
120571,롯데칠성음료,2019,28.81167718330556,62.290768617100646,96.65530005383503,5300,21.56,52.96,-4.422086956379842,570.905302897013,354.81478773807635,,B+,B+,A,B+
165413,롯데케미칼,2019,30.62890632810249,29.88546294920657,68.19137311537439,11170,30.02,53.55,3.7751934540786674,28.91693508025449,-590.7919406197165,10.579577036035491,B+,B,A,A
158307,롯데하이마트,2019,28.764860712678946,38.15416950322016,61.62843961523461,71840,11.96,61.04,-3.214969406738456,133.6359764288867,-209.63103537649044,,A,B+,A+,A
204208,마니커,2019,25.93365351621969,51.86129539377088,122.02821376579689,27740,3.91,40.38,-9.559812826628974,19.52969052497428,-1017.5595413694393,26.956668892831974,C,D,B+,C
120872,만호제강,2019,26.22569800488852,7.4683172812578595,34.03099307135461,1080,2.92,22.66,,,,,C,C,B,B
860332,메리츠금융지주,2019,,,,138040,7.3,69.06,,,,,B+,D,B+,A
442835,메타랩스,2019,25.311185243174258,40.3734556212126,110.0905880322488,90370,,21.46,-25.803650010883146,609.2854212476253,8342.185866820517,15.759004603606977,C,D,B,B
791209,메타케어,2019,24.96896728995615,48.52063913943675,175.68051082071992,118000,3.5,11.29,-6.885247651007006,1.6349247739068355,6719.048029853235,4.052854038704462,C,D,C,B
121039,명문제약,2019,26.30088674336948,69.673658709856,114.91330457476946,17180,1.92,24.78,-7.878046411989306,47.27188491016172,125.27205714634452,6.3506102829217745,C,D,B,B
173102,모나리자,2019,25.06833921440972,15.53443010831313,187.72330878015276,12690,1.82,66.0,3.1529837391471554,72.03535879154354,435.533257686284,,B,B,B,B
121288,모나미,2019,25.92479362649503,58.3975499383731,96.5982363234508,5360,14.07,30.11,-0.9259617364578134,173.01357946033517,-233.2148878618983,129.11136057301906,C,D,C,B
365989,모나용평,2019,27.46842644064331,53.433852033564065,87.41289605847852,70960,2.13,45.79,-1.6226579856756167,77.12518576330058,-2864.421087470163,,B,C,B,B
151128,모토닉,2019,26.81208518992189,7.473557050730539,73.7129836414807,9680,13.07,40.64,2.575367052167591,,634.3530016743921,96.32090944723673,B,B,B,B
119007,무림P&P,2019,27.9313564426562,54.0434082064892,73.55788050340192,9580,6.93,66.97,0.7674271430821741,,-305.89730363490673,40.4740351305909,B+,B+,B+,B+
136086,무림페이퍼,2019,28.400456842931764,68.13089720505364,72.92111452478024,9200,7.34,54.06,-0.31714868948186015,9.161010266251624,132.17963583740405,4.99231797204437,B+,B+,B+,B+
121543,무학,2019,27.16040699882741,17.565305771020988,56.30334765785805,33920,18.5,60.61,3.7942494519849386,2275.652772202436,-1411.3278488017218,,C,B,C,C
121570,문배철강,2019,25.99755331214321,42.97442707251961,69.8572039405676,8420,3.11,36.74,1.2148395435574757,,197.3931866782973,,C,D,C,B
197759,미래산업,2019,25.038218900864624,11.396766577826,161.30704488092627,25560,1.9,,-8.225597731235307,,-1973.1574754821092,,B,B,C,B
104786,미래아이앤지,2019,25.00411832622073,3.75745877956132,61.96099219162028,7120,1.21,24.76,19.391629000600847,,1600.2845571851558,,C,D,C,C
112332,미래에셋생명,2019,,,,85620,7.23,38.48,,,,,B,D,B+,B
111722,미래에셋증권,2019,,,,6800,15.18,19.57,,,,,A,B+,A+,B+
195229,미스토홀딩스,2019,28.95816219702505,52.23276880485249,138.14482924533024,81660,39.75,20.11,8.968738863843432,,1677.96605751899,20.899130548068875,B+,B,B+,B+
121932,미원상사,2019,26.36052948567164,19.99984832614118,123.32105334478108,2840,4.9,57.49,11.087953595188212,,-2393.354730393645,,C,D,B,B
1234297,미원에스씨,2019,26.46580468165763,20.05580768552626,142.01682700198333,268280,1.61,68.5,12.687076959268209,1.208043205022974,483.195438747883,132.77302250336936,C,C,C,B
706715,미원홀딩스,2019,26.47638229513263,37.30059995400085,67.70815809514527,107590,1.04,64.26,5.161700045453921,,3268.6950921959506,10.852186302833102,C,C,C,C
855163,미원화학,2019,25.5028727766326,14.2181661161671,96.60467390267316,134380,5.37,55.53,11.344615680308545,0.5170486398343599,562.4634249151528,16.470734559922324,C,C,C,C
122056,미창석유공업,2019,26.41148617462271,12.668621883464379,59.43407767553155,3650,34.16,39.09,6.001289921999907,3.1684049163793135,234.84074452622988,,C,C,C,B
122348,방림,2019,26.1907305723564,19.85942735550921,58.00051911341304,3610,0.79,38.13,2.4254321175601667,0.573207007386374,-698.883335569117,,B,B,C,B
122551,백산,2019,26.52414300978222,56.975562520368285,122.78468674846069,35150,5.62,52.54,1.889856888371518,7.554769396021263,4511.126761777875,,C,C,B,B
122694,범양건영,2019,25.653864138185025,49.447119804784215,108.09124733676789,2410,1.07,37.09,14.239967294476061,1.2695235509384395,7739.931946744301,7.6219219837102266,C,D,C,B
122898,벽산,2019,26.86037496096096,36.99320124507135,65.51578836759236,7210,6.58,25.49,-0.37165202505846534,48.473951091230674,26.254237615011288,23.183621226980943,C,B,B,C
123107,보락,2019,24.74174591319596,20.982312115179568,240.6940539275526,2760,1.07,33.22,1.1660812394719773,0.8927630945905303,699.1439767091555,76.05095849965379,C,D,C,B
123143,보령,2019,26.953016533556,44.259740108167726,188.79839415359262,3850,12.9,52.9,6.347511299960691,269.5287894536711,1387.2017353756637,722.2157910737311,C,D,B,B
123541,보해양조,2019,25.817440815644968,53.15350476224131,140.47875368570374,890,0.68,35.19,-12.384183124689802,,-730.8373047564179,,B,B,B,B
123718,부광약품,2019,26.685647952872937,15.96989369400964,250.6144316844797,3000,5.27,26.14,-1.9135603325523234,774.1908652677314,-1340.2034190828426,1029.3033612419736,C,D,C,B
123772,부국증권,2019,,,,1270,1.02,27.63,,,,,B,D,B,B
123781,부국철강,2019,25.52940420905919,7.94687537754651,93.5032375542223,26940,0.51,53.44,1.5038332456451196,,-708.7139167884627,,D,D,C,C
124027,부산산업,2019,25.63558388614323,42.91493809157935,155.92946969299263,11390,1.12,51.75,5.103858909753653,0.4169892604414342,1805.9400742568673,8.911992656042123,D,D,C,C
124151,부산주공,2019,26.365399598152884,89.3392031221377,96.38617303283392,5030,0.93,20.34,-7.653197704638173,,37.698474253383516,,C,B,C,C
141404,블루산업개발,2019,25.66150321815507,14.218443599656998,63.78192229532611,6740,0.43,54.44,6.64916707019661,,-1038.1907185868822,32.502196819345514,B,B,C,B
107677,비비안,2019,25.615859205877285,23.98813130146617,129.61012656367177,2070,0.99,75.88,-1.8253063542516361,137.59502570949323,-534.7086084352477,,C,D,B,B
520887,비상교육,2019,26.37985316984136,25.0767165208162,60.36502311824291,100220,9.86,54.61,3.8985315494118264,713.3275330876145,2313.7566005910953,2.9876185023110553,B,D,B+,B
124726,빙그레,2019,27.252571942101213,16.61255977321165,97.1573321706134,5180,26.64,40.89,5.994529141617824,390.8762481740486,270.95756787956054,7605.305073408613,A,B+,A+,A
109718,사조대림,2019,27.69954877623956,60.41872227816687,74.11069450861405,3960,0.88,72.17,8.130581208605516,13.417728900806235,4189.415971506017,,C,D,B,B
137252,사조동아원,2019,26.86934136242802,57.804133500746225,88.18664304234628,8040,1.42,56.98,0.19007037310205,8.296541340431233,-19.117396491793436,,C,D,C,B
124799,사조산업,2019,27.75977581845176,57.35744878525567,73.75433486419618,7160,3.42,55.26,-1.270000705233165,,-596.6360578913097,,D,D,C,D
124780,사조씨푸드,2019,26.575742904049942,41.3232721967909,67.49025059239545,14710,1.84,62.11,-1.621554563859977,1.6344615733874948,-1215.0698193277647,,C,D,B,B
141875,사조오양,2019,26.46356203859252,46.14980228558777,69.073996355436,6090,1.48,60.53,4.24699416983695,3.223416488310562,589.2395952585928,,C,D,B,C
125974,삼부토건,2019,26.690399430914795,54.43908958641782,79.4432752012847,1470,1.56,11.62,1.9011258958376072,,2753.810780160941,,C,C,B,B
126308,삼성E&A,2019,29.149595543234177,71.63232602618793,154.05539969458232,28050,36.0,20.64,7.092209684270219,,1692.1671675185394,,A,A,A+,A
126362,삼성SDI,2019,30.619330731993944,36.22665884031146,117.97333543189967,6400,43.28,20.62,2.0268208479787804,,1025.470375343447,705.5356082034203,A,A,A,B+
126201,삼성공조,2019,26.27789396902217,15.357112497758148,40.4815317533668,6660,10.82,47.01,1.949878963787548,0.3831086824091897,-696.7947578673786,1797.9427384943801,C,C,C,B
149655,삼성물산,2019,31.457606413146,41.85427311559174,86.68846993914723,28260,13.39,32.98,2.282711879289747,19.264014420579535,-126.50546321836171,30.225768183922526,A,A+,A,B+
877059,삼성바이오로직스,2019,29.407942123005103,26.34085159835741,510.9696579384103,207940,9.88,75.08,3.432288874793953,92.37029919735774,3094.144526950899,,B+,B,A,B+
126256,삼성생명,2019,,,,32830,15.35,47.02,,,,,B+,A,A,B+
126186,삼성에스디에스,2019,29.8306024564104,25.45193168510088,192.28031635545088,18260,12.58,56.79,8.318693437975588,4.150334714174577,683.0754933869755,65.87717403927583,A,B+,A+,A
126371,삼성전기,2019,29.791379778633765,37.399798327610426,145.0369301284991,9150,28.45,23.92,6.087542540150133,,48.49984232326501,87.58308309217627,A,A,A+,B+
126380,삼성전자,2019,33.49625469165663,25.4376367340243,119.92073674111322,5930,56.88,21.22,6.165925719968338,200.28243728807618,-548.4865401466369,876.4261192213063,B,A,A+,C
126414,삼성제약,2019,25.85039377143337,15.25111774093372,162.09552010277562,1360,0.92,12.89,4.085371332416242,,-412.46456516705854,797.2357948927366,C,B,C,D
126478,삼성중공업,2019,30.241097117173048,61.40517658375707,95.08217338174242,10140,18.8,21.93,-9.67165427085337,,3959.1436997196533,67.60159898537246,B+,B+,B,A
104856,삼성증권,2019,,,,16360,28.62,29.75,,,,,B+,B,A+,B
423690,삼성출판사,2019,26.2100786416094,49.69482426566658,154.66971695881585,68290,1.41,66.94,2.734370163393756,26.68177879749285,858.7240376869274,64.4787784546179,C,D,C,B
126292,삼성카드,2019,,,,29780,11.24,71.87,,,,,B,D,B+,B+
139214,삼성화재해상보험,2019,,,,810,47.2,18.51,,,,,A,A+,A+,A
126779,삼아알미늄,2019,26.06307535054033,47.79741853791474,71.1721486534721,6110,33.38,43.77,2.375515965229711,6.27691331430254,1156.0517574516,4.204020338017077,B,B,C,B
896285,삼양사,2019,28.501544310889432,45.79634530349725,67.59823595571486,145990,5.14,64.29,2.2145919871365405,56.73093756066986,-129.1170722037622,87.1499393957318,B+,B+,B+,B
