corp_code,corp_name,stock_code,year,TQ,ROA,ADV,SGR,LEV,R&D,A_SIZE,MSE,FOR,ESG,E,S,G
365387,AJ네트웍스,95570,2021,91.94111512935044,5.663071279879297,20.226881892511503,1775.2426420616102,73.24736556575405,,27.934855,54.79,7.95,B+,C,B+,B+
125080,AK홀딩스,6840,2021,79.1880380114348,-4.38200915499081,222.78887126636872,2090.5618187470104,73.56718223136058,44.638070375992385,29.145871,64.89,12.75,B+,B,A,B
219097,BGF,27410,2021,38.11021746485246,1.8155343449146515,285.53378855873945,3393.5032044944974,12.55833045710684,148.29403334194348,28.314937,69.7,9.0,B+,A,A+,B
1263022,BGF리테일,282330,2021,165.68721721365884,5.686491304823252,5.720259188408448,970.499421788833,68.8289173016014,5.07140277105869,28.585139,55.29,34.12,A,A,A+,A
858364,BNK금융지주,138930,2021,,0.688,,,,,,13.5,51.7,A,A,A,A
122579,BYC,1460,2021,70.71696364106265,4.362066620985486,61.214328725752345,159.54917225582878,29.6043294145859,78.21077014244254,27.251859,45.88,2.18,D,D,D,D
148540,CJ,1040,2021,66.5598010154668,1.9233524137283515,214.64820613129376,776.5603964322906,60.760006286323446,0.04910882426529058,31.367642,47.07,17.94,B+,B+,A,B+
303873,CJ CGV,79160,2021,117.1562253629825,-8.949641769876678,,2620.1594078233734,92.0410520575007,27.199785454532183,28.962197,38.4,9.17,B+,B,B+,B+
113410,CJ대한통운,120,2021,87.3025164381433,1.7598505031106941,10.132390534654451,521.7679278323432,55.34367510686228,,29.827571,40.16,19.64,B+,B+,A+,B
129013,CJ씨푸드,11150,2021,152.04689965219106,1.6525541895041473,,878.450605283681,49.6875566882771,8.080770621357654,25.616542,46.26,3.61,B,C,B,B
635134,CJ제일제당,97950,2021,81.48145819166822,3.3229063028444408,66.96234463797211,842.8298423243391,59.75990774085578,64.41687884517312,30.921503,41.81,20.06,A,A,A,B+
149026,CS홀딩스,590,2021,32.65984545272724,5.955557984289666,0.6105436320781639,2080.027137533876,11.73851651185527,7.887732536635192,26.591763,73.37,2.4,C,D,D,B
163345,DB,12030,2021,59.02502836471895,3.6054988813421,395.49805378575803,1999.2511115458633,27.27825437464531,95.81061698869296,27.123521,43.83,2.45,B,D,B,B+
159102,DB손해보험,5830,2021,,1.399,,,,21.8509165670132,,23.21,45.8,B+,B+,A,B+
115694,DB증권,16610,2021,,1.2,,,,,,33.72,8.42,B,C,B,B
160843,DB하이텍,990,2021,236.89113913722005,20.445454805361464,,2978.4847342335256,28.63909521764561,557.4649888630701,28.069236,17.35,39.9,B,B,B+,B
108746,DKME,15590,2021,104.60822343595267,-7.848621520272306,,-3540.7335579843198,40.90399702015129,,25.834447,48.16,0.65,D,D,C,D
109693,DL,210,2021,61.977489954546115,8.906539843371727,1.8738541746485018,5060.98768636634,46.377224088324894,,29.732801,23.11,48.6,A,A,A+,A
116949,DN오토모티브,7340,2021,100.24220669115178,5.729517420950708,7.010766433310052,1589.5520990766022,51.919801812991025,256.43520798206623,28.026411,51.25,6.34,C,C,D,B
118266,DRB동일,4840,2021,55.43950619290294,-0.3361642391402988,3.1100205102019602,1101.3823881858962,42.83887236937125,63.271261218650324,27.447046,69.75,1.92,C,D,B+,B
110608,DSR,155660,2021,71.46741437055768,4.143644680673973,,1794.0005025351684,41.169855003865266,,26.435673,70.57,1.3,D,D,C,D
151298,DSR제강,69730,2021,64.53506267025115,3.1527313350400066,1.5869731611239377,1755.6776335016207,36.35592583460729,44.75357969586022,26.211008,57.18,3.34,C,D,C,B
117726,DYP,92780,2021,91.63968726918593,2.117424730894685,0.19738260010164227,1027.570598689778,68.76190402427352,180.80838401715366,26.616644,55.79,2.04,C,D,B,D
165583,E1,17940,2021,73.92673504265983,3.4647929107924886,34.93129061777655,3118.3443615983256,65.65904257989028,,29.017147,45.33,4.57,B+,B+,B+,B+
126487,F&F 홀딩스,7700,2021,65.2567658737919,69.29106126289041,376.7279534652183,342109.52082840865,20.53244970451441,,28.699966,58.82,13.47,B,B,B+,B
557508,GKL,114090,2021,180.90509847824484,-21.3195589208448,148.3746127244634,-5387.304295236593,27.810291586175328,0.011752695917018692,26.998604,51.0,7.66,A,B,A,A
500254,GS,78930,2021,66.11248288600595,5.176708482724679,25.704437506067784,3105.286549383478,54.465027364853526,27.791385263451218,31.07116,52.12,22.75,A,B+,A+,A
120030,GS건설,6360,2021,90.22837533269752,2.824097417581953,29.151530051446002,-1073.162932841549,67.90824968170651,37.67245710592477,30.351245,25.5,29.97,A,A,A,A
138190,GS글로벌,1250,2021,89.81696927397087,1.5268791838744227,1.277905486853821,3673.2214373459337,76.2585381739828,9.759452986267735,27.997525,50.8,3.47,B+,C,B+,B+
140177,GS리테일,7070,2021,86.98218345196224,8.473750452182664,0.07765857668857093,1019.3453887255915,53.31642705969131,,29.877668,65.78,20.1,A,B+,A,A
164636,HDC,12630,2021,60.75192138053951,2.1614562349968365,36.33996502026469,2094.5142234856453,54.8907612248123,7.266564010091924,29.996721,38.05,17.2,C,D,B,C
350312,HDC랩스,39570,2021,112.36679504579452,2.2098065132501556,55.78882773019276,543.8228198216999,35.38839394732593,28.297848894300476,26.742812,57.84,3.83,D,D,D,D
357935,HDC현대EP,89470,2021,79.78188171320807,1.7645186916827724,14.380201073407072,2470.7049878812873,47.21904808436846,40.396490964896905,27.091262,48.26,8.55,C,C,B,C
1310269,HDC현대산업개발,294870,2021,79.04472133663502,2.6845990083018254,36.3714129758496,-834.6065329965977,56.059783840919096,,29.512983,41.48,33.25,C,D,C,B
164830,HD한국조선해양,9540,2021,79.04737903658128,-4.181293677880142,5.009881066460699,395.6908092800945,54.51686307896683,59.690002708874715,30.937655,33.96,16.95,B+,B+,A,B+
1205709,HD현대,267250,2021,78.65299221899147,0.5193602051510976,22.532608199579958,4890.1559502391265,66.80920894333046,0.015870024668991303,31.209406,34.34,19.19,A,B+,A,A
1205842,HD현대건설기계,267270,2021,78.92854024963454,3.5572289482594535,39.91670017373231,3739.0762056003523,56.45239022096361,204.6956396628413,28.899176,36.18,11.36,A,B+,A,A
406046,HD현대마린엔진,71970,2021,95.46788315951056,-1.8188464518578973,,-3392.042195341341,64.22889063928041,1086.415123425329,26.787996,65.44,1.04,C,D,B,B
164609,HD현대미포,10620,2021,115.25535775354632,-4.128295404116319,3.70599702058413,340.9770159616379,43.16356991808559,38.84716129240337,28.986423,,13.68,B+,B+,A,B+
344287,HD현대인프라코어,42670,2021,100.58576148867573,11.873722720211138,84.4902681486207,1518.418651396272,71.35631774601407,295.7181154311317,29.195941,35.0,16.6,B+,B+,A,B+
1205851,HD현대일렉트릭,267260,2021,103.21069196731156,-1.520866448559866,12.281340730532648,-29.55256058875197,70.82479483927509,247.4429912380717,28.42626,40.04,4.88,B+,B+,A,B+
633835,HJ중공업,97230,2021,109.95793369041888,-5.862899939460918,4.69958957699006,63.19675200419857,81.88837498679375,7.717405826553502,28.500319,,20.7,B,C,B+,B+
161116,HL D&I,14790,2021,86.05914731989074,6.568267555197177,72.3515338571508,-487.3241432005407,72.62133367300082,4.695353085087255,28.050621,100.0,3.22,B+,B+,A,B+
169048,HLB글로벌,3580,2021,590.4492572003678,-7.983533520761021,190.33168036525518,2733.239196253615,30.821963566268177,619.333908092869,25.822311,8.0,0.45,D,D,C,D
1042775,HL만도,204320,2021,116.35283344738585,3.1312129469307615,1.1609333308508738,1049.5697849734654,64.1633091249814,541.6065435484276,29.372253,30.26,24.52,A,A,A,B+
299002,HL홀딩스,60980,2021,76.717220822616,4.6265819920553195,24.30542720345614,4150.064593280013,55.79551716372081,2.275609524707084,28.461736,28.48,10.97,B+,B+,A,B+
164645,HMM,11200,2021,115.6458536392166,29.856350098735184,1.3440482152286606,11508.759182133295,42.05506793987503,,30.514486,12.61,9.34,A,A+,A,B+
140168,HS애드,35000,2021,92.14651655833248,3.063863121998088,3.704663597761012,2206.5226743680064,71.47015361872275,92.34328436204774,27.05991,35.0,31.4,B,D,B,B+
174527,HS화성,2460,2021,67.80794256998469,3.673238777705487,18.36696674780677,70.88922388620746,48.39126901072907,31.211227166426635,27.417786,41.39,13.1,B,C,B+,B
1316254,HS효성첨단소재,298050,2021,166.9877422416992,11.346144266011066,5.950896735043457,5024.399465945694,75.1918994211712,86.38111570839821,28.698721,44.41,7.16,A,B+,A+,A
105101,INVENI,15360,2021,77.59961704298802,1.8663050339549008,,1500.294667796092,62.50477397251135,,27.98379,68.27,15.43,B,C,B,B
980122,JB금융지주,175330,2021,,0.957,,,,,,13.14,40.88,A,A,A+,A
225706,JW생명과학,234080,2021,140.4883263233382,5.56500559874352,98.08549734772043,-746.7315295571035,40.2215432745314,52.61235700775836,26.111081,43.11,7.09,C,C,B+,C
149947,JW중외제약,1060,2021,147.79547966884442,-0.22769865357473743,133.1566678259065,1082.5026786885849,70.2174242798042,845.0588897942449,27.17382,40.29,7.59,C,B,B+,D
632304,JW홀딩스,96760,2021,93.42547948034868,0.41609302729506203,147.19692803379397,94.9712083750267,71.39904157673747,649.7350389361735,27.694728,50.13,5.3,B+,C,B+,B+
117629,KBI동양철관,8970,2021,136.8930019549098,-2.0285966481913262,0.3416634886792492,471.6735707469958,54.75905822840177,14.54478886860854,25.949002,23.33,1.7,D,D,D,D
688996,KB금융,105560,2021,,0.688,,,,,,9.93,66.5,A+,A+,A+,A+
159971,KC그린홀딩스,9440,2021,82.39919090851646,1.0802515311996805,,-1067.1440769279006,71.32529797652776,850.0032605086157,27.532973,47.59,3.8,D,D,D,C
797364,KC코트렐,119650,2021,115.22833915382795,3.1071638888218485,,827.2443007377664,87.02826191998867,25.207559264184987,26.676709,35.08,4.22,D,D,D,C
