corp_code,corp_name,stock_code,year,TQ,ROA,ADV,SGR,LEV,R&D,A_SIZE,MSE,FOR,ESG,E,S,G
365387,AJ네트웍스,2019,28.22061460641888,9557000,2.3362524478455096,0.40874165728942147,15.04195815480326,93.64292154443532,0.0,0.8073810348005077,50.05,7.95,B,D,B,B
125080,AK홀딩스,2019,29.096118467763823,684000,1.3257463605977502,1.6956343602507689,1.3030604640108652,77.55126537832936,0.7286702291552047,0.669604759953281,64.89,12.75,B+,C,B+,B+
219097,BGF,2019,28.136260039253177,2741000,1.0568050841101555,0.0,8.939778775895386,40.13202640057724,0.0012954938048959795,0.0779100881010689,69.98,9.0,B+,B,A,B+
1263022,BGF리테일,2019,28.40685868045136,28233000,6.968159364763195,0.035267002035118566,2.946848220511729,206.19659039812487,0.05231935029249242,0.7134079182905693,55.42,34.12,A,B+,B+,A
858364,BNK금융지주,2019,0.0,13893000,0.0,0.0,0.0,0.0,0.0,0.0,9.19,51.7,A+,B+,A+,A+
122579,BYC,2019,27.2655689832856,146000,4.004847449626627,0.0,-13.78474220104918,58.695332364629174,0.0,0.374062275983155,67.84,2.18,B,D,B,B+
148540,CJ,2019,31.329389522026293,104000,0.8019610537285738,1.7536573922170264,14.416585059404127,70.78705227746339,0.15150156890427785,0.6380735251940078,43.25,17.94,A,B,A,A
303873,CJ CGV,2019,29.140428033364177,7916000,-5.284546224377695,0.908268483087395,9.77320652059322,102.87383111984624,0.0,0.8671300463113238,39.04,9.17,A,B,A,A
113410,CJ대한통운,2019,29.84039559560401,12000,0.5586143272917304,0.1643773638381242,12.966047486398736,98.6901016333904,0.0,0.5987663218131907,40.16,19.64,A,A,B,A
129013,CJ씨푸드,2019,25.57015904156217,1115000,1.435447005225948,0.0,-1.0179849859166226,125.50645515481705,0.0,0.4946571124713079,46.26,3.61,B,C,B+,B+
635134,CJ제일제당,2019,30.899853371317874,9795000,0.7268786399377913,0.47059959483221664,19.72356976447635,78.38599018800299,0.1645895139187819,0.6392217548890439,41.82,20.06,A,A,A+,A
149026,CS홀딩스,2019,26.47358677700958,59000,5.2829590681647085,0.012512145328576023,10.135093855409623,30.44180093943908,0.12524656757913466,0.0895308926856528,73.37,2.4,C,D,C,B
