corp_code,corp_name,stock_code,year,TQ,ROA,ADV,SGR,LEV,R&D,A_SIZE,MSE,FOR,ESG,E,S,G
365387,AJ네트웍스,2020,28.093604,9557000,-0.2088448586135612,0.3268175383549897,1.678661910817832,95.47133475442354,0.0,0.8186543338338989,49.7,7.95,B,D,B,B
125080,AK홀딩스,2020,29.054633,684000,-6.400992151878684,2.4974291205413564,-30.31126731174773,78.07564695976899,0.7286702291552047,0.7005135003860574,64.9,12.75,B+,B,B+,B+
219097,BGF,2020,28.136756,2741000,1.0783323134142093,2.965385319406897,15.73876023818369,35.55888399112158,0.0012954938048959795,0.0730339855411459,69.72,9.0,A,A,A+,A
1263022,BGF리테일,2020,28.494404,28233000,5.175136671991752,0.057205078118198256,3.9555751977329705,169.38100732639492,0.05231935029249242,0.7061248124831884,55.36,34.12,A,A,A+,A
858364,BNK금융지주,2020,0.0,13893000,0.514,0.0,0.0,0.0,0.0,0.0,11.56,51.7,A+,A,A+,A+
122579,BYC,2020,27.244086,146000,2.6924139153740345,0.672241541057767,-5.115012445488627,59.69639576253306,0.0,0.3334637207213479,61.94,2.18,B,D,B,B+
148540,CJ,2020,31.320525,104000,0.5097013767490017,1.9325709693308046,-5.271223150806481,68.2472563379116,0.15150156890427785,0.6153344281885549,47.05,17.94,A,B+,A+,A
303873,CJ CGV,2020,29.102313,7916000,-17.260003076255582,0.0,-69.96087103801692,113.70044764484399,0.0,0.9338933246584326,39.04,9.17,A,B,A,A
113410,CJ대한통운,2020,29.897305,12000,1.4789573983197932,0.1075123949333862,3.514303475228351,97.2572265455942,0.0,0.5810709081359574,40.16,19.64,A,A,A+,A
129013,CJ씨푸드,2020,25.631,1115000,1.5558373552694909,0.0,-0.07996051577282154,186.74008541574776,0.0,0.5133498870413137,46.26,3.61,B,C,B+,B+
635134,CJ제일제당,2020,30.874078,9795000,3.0705483699505116,0.4821637168888507,8.470043849884053,82.70024682676525,0.1645895139187819,0.6030578715713112,41.81,20.06,A,A,A+,A
149026,CS홀딩스,2020,26.503162,59000,3.6559977127612475,0.007492333970561429,-2.470469156783034,29.740856487861876,0.12524656757913466,0.0870005997196121,73.37,2.4,B,D,C,B+
163345,DB,2020,26.881286,1203000,1.3272379125414144,4.433150455610351,14.230377926928053,67.49780705710666,0.0,0.3360630769789072,43.81,2.45,B,D,B+,B+
159102,DB손해보험,2020,0.0,583000,0.957,0.0,0.0,0.0,0.0,0.0,23.22,45.8,A,A,A+,B+
115694,DB증권,2020,0.0,1661000,1.049,0.0,0.0,0.0,0.0,0.0,39.54,8.42,B,D,B+,B
160843,DB하이텍,2020,27.795332,99000,14.086903089418854,0.0,15.91537401500819,224.70447339041377,6.251711107652974,0.3258126682510003,19.46,39.9,A,A,A,A
108746,DKME,2020,26.010061,1559000,0.6780041695390199,0.0,-15.071352397350319,119.81961393264615,0.0,0.4569470238837254,48.87,0.65,C,D,C,B
109693,DL,2020,30.263044,21000,4.1192845384599694,0.02100694375563476,-5.678305795329788,97.67711713308373,0.0,0.7690004102103583,23.12,48.6,A,A+,A+,B+
116949,DN오토모티브,2020,27.592026,734000,5.035315386513558,0.013626006151574568,-11.389035954500546,58.686822324529054,0.031344717772719806,0.3192890304146799,50.27,6.34,B,B,C,B+
118266,DRB동일,2020,27.377978,484000,0.8072547554569052,0.0502154154021813,-9.206050449850004,57.97488760977342,1.6396217373894129,0.4028921631719404,69.75,1.92,B+,B,B+,B+
110608,DSR,2020,26.256408,15566000,3.548683684364683,0.0,-2.2614147631150967,75.11144545189504,0.0,0.3557597886367236,70.75,1.3,B,B,B,B
151298,DSR제강,2020,26.052369,6973000,2.5596987274844425,0.028542069072305335,-7.97611652248611,63.19505740167899,0.0,0.2908934119787664,55.73,3.34,C,C,C,B+
117726,DYP,2020,26.569869,9278000,-2.0408192139236814,0.0017456121702617243,-11.844443247565456,94.33780167531368,0.0,0.7238128715287905,55.79,2.04,B,B,C,B+
165583,E1,2020,28.947818,1794000,1.509616710457588,0.45298567322480987,-14.771608707503978,74.88471823842387,0.0,0.6667613633349998,45.33,4.57,B+,B+,A,B+
